name	clus_1	clus_2	clus_3	clus_4	memb	i.cluster	subregion
C_374713N1208674W001	0.000709171	4.18742E-05	0.000501384	0.998747571	4	4	sub11sub12sub13
C_374718N1209129W001	0.6809591	0.007841657	0.004375657	0.306823585	1	1	sub11sub12sub13
C_374743N1209593W001	0.16256751	0.034542387	0.01593737	0.786952733	4	4	sub11sub12sub13
C_374743N1209763W001	0.924555673	0.001668428	0.001583926	0.072191974	1	1	sub11sub12sub13
C_374746N1209352W001	0.918595488	0.030047504	0.002786498	0.048570511	1	1	sub11sub12sub13
C_374760N1207035W001	0.003290682	0.068392141	0.918408276	0.009908901	3	3	sub11sub12sub13
C_374760N1209304W001	0.191672644	0.07340424	0.020923042	0.714000075	4	4	sub11sub12sub13
C_374768N1208582W001	0.747813805	0.012197442	0.033482387	0.206506367	1	1	sub11sub12sub13
C_374774N1206254W001	4.8204E-06	0.102220003	0.897760306	1.48703E-05	3	3	sub11sub12sub13
C_374780N1208879W001	0.098725216	0.003299802	0.003308042	0.894666941	4	4	sub11sub12sub13
C_374782N1207971W001	0.000687455	0.000037206	0.000435931	0.998839409	4	4	sub11sub12sub13
C_374782N1209757W001	0.185073922	0.001253572	0.000259757	0.813412748	4	4	sub11sub12sub13
C_374802N1206574W001	3.6E-09	0.000194774	0.999805122	1.001E-07	3	3	sub11sub12sub13
C_374805N1206307W001	0.004677937	0.021482808	0.544123885	0.42971537	3	3	sub11sub12sub13
C_374813N1208760W001	7.57483E-05	2.88295E-05	0.001159309	0.998736114	4	4	sub11sub12sub13
C_374818N1209227W001	0.106899895	0.382789478	0.008700541	0.501610086	4	4	sub11sub12sub13
C_374852N1206310W001	6.65E-08	7.23813E-05	0.999926939	6.133E-07	3	3	sub11sub12sub13
C_374891N1209810W001	0.603241142	0.000619015	0.000172926	0.395966918	1	1	sub11sub12sub13
C_374905N1208257W001	0.971008439	0.004495269	0.002708739	0.021787553	1	1	sub11sub12sub13
C_374921N1207468W001	3.1E-09	0.000181224	0.999818634	1.387E-07	3	3	sub11sub12sub13
C_374924N1209507W001	0.990421741	3.01424E-05	0.000031983	0.009516134	1	1	sub11sub12sub13
C_374941N1206507W001	0.001463991	0.042542721	0.954066354	0.001926933	3	3	sub11sub12sub13
C_374955N1206271W001	0.000989989	0.022779121	0.963813678	0.012417212	3	3	sub11sub12sub13
C_374963N1206974W001	0.000154656	0.95106439	0.048453872	0.000327083	2	2	sub11sub12sub13
C_374963N1207088W001	0.003454492	0.790815593	0.201058303	0.004671612	2	2	sub11sub12sub13
C_374963N1210032W001	0.016237861	0.000201787	0.000201766	0.983358586	4	4	sub11sub12sub13
C_374966N1207577W001	0.000426519	0.008624146	0.473011915	0.51793742	4	4	sub11sub12sub13
C_374996N1209449W001	0.994021983	0.000112128	3.08276E-05	0.005835062	1	1	sub11sub12sub13
C_374996N1209746W001	0.113927872	0.008839104	0.018711815	0.858521209	4	4	sub11sub12sub13
C_374999N1209032W001	0.019848019	0.000151395	0.000142135	0.979858451	4	4	sub11sub12sub13
C_375002N1209852W001	0.006958821	1.47532E-05	1.39824E-05	0.993012443	4	4	sub11sub12sub13
C_375021N1209377W001	0.00071313	0.000015348	4.86752E-05	0.999222847	4	4	sub11sub12sub13
C_375043N1206985W001	4.6326E-06	1.93946E-05	0.999534207	0.000441766	3	3	sub11sub12sub13
C_375046N1207071W001	1.6672E-06	0.000028393	0.999768525	0.000201415	3	3	sub11sub12sub13
C_375052N1209238W001	0.958178988	1.49764E-05	0.000012024	0.041794011	1	1	sub11sub12sub13
C_375071N1208991W001	0.101431523	0.000114595	6.75869E-05	0.898386296	4	4	sub11sub12sub13
C_375074N1208054W001	0.024894451	0.000317199	0.000326095	0.974462255	4	4	sub11sub12sub13
C_375082N1207038W001	9.35736E-05	0.544721906	0.452300392	0.002884129	2	2	sub11sub12sub13
C_375096N1206804W001	1.2028E-06	1.57701E-05	0.99985681	0.000126217	3	3	sub11sub12sub13
C_375096N1206857W001	8.50845E-05	4.38762E-05	0.999795786	7.52529E-05	3	3	sub11sub12sub13
C_375102N1207577W001	5.4486E-06	0.003406092	0.996443637	0.000144823	3	3	sub11sub12sub13
C_375138N1206171W001	1.51E-08	0.034639403	0.965360272	3.105E-07	3	3	sub11sub12sub13
C_375168N1206877W001	8.6499E-06	1.02861E-05	0.99983208	0.000148984	3	3	sub11sub12sub13
C_375174N1206971W001	0	5.727E-07	0.999999427	1E-10	3	3	sub11sub12sub13
C_375174N1207057W001	1.3E-09	0.003322641	0.996677281	7.59E-08	3	3	sub11sub12sub13
C_375218N1208027W001	0.00917125	0.007402444	0.007501822	0.975924484	4	4	sub11sub12sub13
C_375218N1209804W001	0.011968294	1.95256E-05	2.00238E-05	0.987992157	4	4	sub11sub12sub13
C_375224N1210196W001	0.941079326	0.00021096	0.0001593	0.058550414	1	1	sub11sub12sub13
C_375227N1210327W001	0.174073803	6.99215E-05	0.000042037	0.825814239	4	4	sub11sub12sub13
C_375241N1210513W001	0.664395968	0.001522914	0.001989125	0.332091994	1	1	sub11sub12sub13
C_375246N1206074W001	1.5192E-06	0.000280327	0.999688451	2.97032E-05	3	3	sub11sub12sub13
C_375249N1205974W001	2.7E-09	0.005662746	0.994337233	1.93E-08	3	3	sub11sub12sub13
C_375252N1209277W001	0.000733627	4.71375E-05	8.46604E-05	0.999134575	4	4	sub11sub12sub13
C_375280N1209035W001	0.106758851	1.54037E-05	5.9273E-06	0.893219818	4	4	sub11sub12sub13
C_375285N1206174W001	5.535E-07	0.0018542	0.997603155	0.000542091	3	3	sub11sub12sub13
C_375366N1209852W001	0.017449244	0.00000048	5.784E-07	0.982549698	4	4	sub11sub12sub13
C_375382N1208993W001	2.04771E-05	6.67E-08	1.319E-07	0.999979324	4	4	sub11sub12sub13
C_375388N1207552W001	3.1464E-06	0.038027304	0.884399707	0.077569843	3	3	sub11sub12sub13
C_375427N1210485W001	0.425355393	0.000378953	0.000544952	0.573720702	4	4	sub11sub12sub13
C_375430N1209941W001	0.806295101	0.024553716	0.012150254	0.157000929	1	1	sub11sub12sub13
C_375438N1207941W001	0.000286477	0.004754992	0.984761652	0.01019688	3	3	sub11sub12sub13
C_375477N1209932W001	0.553971854	2.87219E-05	3.07927E-05	0.445968631	1	1	sub11sub12sub13
C_375480N1209085W001	3.08757E-05	5.55E-08	2.39E-08	0.999969045	4	4	sub11sub12sub13
C_375480N1209379W001	0.039213732	7.38125E-05	3.52523E-05	0.960677203	4	4	sub11sub12sub13
C_375493N1207213W001	1.5228E-06	0.017282866	0.968583195	0.014132416	3	3	sub11sub12sub13
C_375513N1210224W001	0.146176645	1.75189E-05	1.33883E-05	0.853792448	4	4	sub11sub12sub13
C_375513N1210393W001	0.052462441	4.44979E-05	3.26946E-05	0.947460366	4	4	sub11sub12sub13
C_375543N1206888W001	7.97312E-05	0.000882888	0.997953256	0.001084125	3	3	sub11sub12sub13
C_375574N1207560W001	0.624749983	0.045922378	0.114386948	0.21494069	1	1	sub11sub12sub13
C_375574N1209777W001	0.000251786	2.15E-08	2.09E-08	0.999748172	4	4	sub11sub12sub13
C_375588N1210113W001	0.021771578	4.1593E-06	3.2761E-06	0.978220987	4	4	sub11sub12sub13
C_375605N1209571W001	0.009615541	1.1316E-06	5.557E-07	0.990382771	4	4	sub11sub12sub13
C_375638N1208921W001	0.009240844	2.02556E-05	2.0965E-06	0.990736804	4	4	sub11sub12sub13
C_375657N1206304W001	0.026168625	0.519686037	0.418379535	0.035765802	2	2	sub11sub12sub13
C_375660N1210668W001	0.781010326	2.3146E-06	7.524E-07	0.218986607	1	1	sub11sub12sub13
C_375663N1208679W001	5.60798E-05	5.0343E-06	9.3721E-06	0.999929514	4	4	sub11sub12sub13
C_375674N1206613W001	0.001951657	0.00225864	0.987612114	0.00817759	3	3	sub11sub12sub13
C_375674N1207066W001	7E-10	0.005653747	0.994340878	5.3744E-06	3	3	sub11sub12sub13
C_375677N1206613W001	0	1.53E-08	0.999999979	5.9E-09	3	3	sub11sub12sub13
C_375677N1206982W001	1.11E-08	0.002749083	0.997250559	3.475E-07	3	3	sub11sub12sub13
C_375693N1209663W001	0.000431989	9.3E-09	3.2E-09	0.999567998	4	4	sub11sub12sub13
C_375713N1209752W001	8.4346E-06	1.98749E-05	5.23425E-05	0.999919348	4	4	sub11sub12sub13
C_375746N1208835W001	4.49755E-05	0.00044685	0.028028971	0.971479204	4	4	sub11sub12sub13
C_375774N1207702W001	0.000400599	9.14552E-05	8.407E-07	0.999507105	4	4	sub11sub12sub13
C_375796N1208196W001	0.752546406	0.026834692	0.00168885	0.218930053	1	1	sub11sub12sub13
C_375796N1210124W001	0.108108994	5.87369E-05	7.33757E-05	0.891758894	4	4	sub11sub12sub13
C_375824N1207293W001	0.000653577	0.635820112	0.361064895	0.002461417	2	2	sub11sub12sub13
C_375852N1207371W001	0.061483376	0.071264932	0.121564411	0.745687281	4	4	sub11sub12sub13
C_375860N1209027W001	0.505399406	0.340009973	0.001882332	0.152708289	1	1	sub11sub12sub13
C_375893N1206618W001	0	0	0	0	3	3	sub11sub12sub13
C_375896N1206704W001	1E-10	3.1438E-06	0.999996854	2.3E-09	3	3	sub11sub12sub13
C_375910N1206804W001	4E-10	0.000606609	0.99939318	2.105E-07	3	3	sub11sub12sub13
C_375921N1206954W001	0	0.000001118	0.99999887	1.19E-08	3	3	sub11sub12sub13
C_375943N1207741W001	1.74474E-05	0.072280611	0.060575086	0.867126856	4	4	sub11sub12sub13
C_375985N1209841W001	0.999639459	1.5426E-06	4.047E-07	0.000358593	1	1	sub11sub12sub13
C_376013N1206863W001	9E-10	0.000024079	0.999975874	4.63E-08	3	3	sub11sub12sub13
C_376018N1207196W001	9.8E-09	7.1355E-06	0.999886406	0.000106449	3	3	sub11sub12sub13
C_376021N1206696W001	4E-10	3.33E-08	0.999999943	2.31E-08	3	3	sub11sub12sub13
C_376038N1208854W001	0.997917668	1.51765E-05	1.5285E-06	0.002065627	1	1	sub11sub12sub13
C_376041N1206807W001	2E-10	0.000426493	0.99957345	0.000000057	3	3	sub11sub12sub13
C_376066N1208141W001	0.005689608	0.002145687	0.000120061	0.992044644	4	4	sub11sub12sub13
C_376074N1206943W001	0.000000761	0.000199115	0.999799048	1.0759E-06	3	3	sub11sub12sub13
C_376127N1208427W001	0.968297695	0.002910537	0.00014585	0.028645919	1	1	sub11sub12sub13
C_376130N1211307W001	0.982040078	0.002059449	0.000812291	0.015088182	1	1	sub11sub12sub13
C_376141N1210577W001	0.97815234	0.000232073	3.22568E-05	0.021583331	1	1	sub11sub12sub13
C_376180N1206343W001	4E-10	2.308E-07	0.99999973	3.88E-08	3	3	sub11sub12sub13
C_376180N1210941W001	0.882913881	0.000536848	3.91254E-05	0.116510146	1	1	sub11sub12sub13
C_376185N1206879W001	9.1E-09	1.61308E-05	0.999983185	6.748E-07	3	3	sub11sub12sub13
C_376185N1206991W001	8.351E-07	0.000368505	0.999629975	6.855E-07	3	3	sub11sub12sub13
C_376185N1207416W001	0.00164114	0.2230851	0.201018071	0.574255689	4	4	sub11sub12sub13
C_376191N1210499W001	0.990062717	0.000465972	0.000212197	0.009259114	1	1	sub11sub12sub13
C_376210N1206410W001	1.8894E-06	0.000117813	0.999800255	8.00426E-05	3	3	sub11sub12sub13
C_376302N1206552W001	1.9E-09	3.38554E-05	0.999963555	2.5873E-06	3	3	sub11sub12sub13
C_376302N1207988W001	0.999595565	0.000234356	3.2762E-06	0.000166803	1	1	sub11sub12sub13
C_376324N1208891W001	0.001886172	0.000321418	5.93472E-05	0.997733063	4	4	sub11sub12sub13
C_376368N1208638W001	0.996825609	3.02162E-05	3.62354E-05	0.003107939	1	1	sub11sub12sub13
C_376377N1211496W001	0.571865533	0.014981086	0.008419458	0.404733923	1	1	sub11sub12sub13
C_376416N1207760W001	3.896E-07	0.000196853	0.002077621	0.997725136	4	4	sub11sub12sub13
C_376427N1211085W001	0.864900876	0.000539068	0.000706438	0.133853618	1	1	sub11sub12sub13
C_376455N1208013W001	9.69E-08	7.11809E-05	9.62844E-05	0.999832438	4	4	sub11sub12sub13
C_376474N1208468W001	0.956278092	3.45656E-05	8.2145E-06	0.043679128	1	1	sub11sub12sub13
C_376485N1207360W001	0	8.6E-09	7.59E-08	0.999999916	4	4	sub11sub12sub13
C_376507N1208474W001	4.8813E-06	0.000208041	0.021930746	0.977856332	4	4	sub11sub12sub13
C_376532N1208871W001	0.979092673	0.005995857	0.000150674	0.014760797	1	1	sub11sub12sub13
C_376535N1211285W001	0.052071343	0.101014216	0.84234844	0.004566001	3	3	sub11sub12sub13
C_376543N1210946W001	0.728255895	0.000901517	0.000319279	0.270523309	1	1	sub11sub12sub13
C_376552N1210721W001	0.998474728	0.000001203	5.192E-07	0.00152355	1	1	sub11sub12sub13
C_376596N1206896W001	8.12E-08	1.49173E-05	0.064966105	0.935018896	4	4	sub11sub12sub13
C_376596N1211549W001	0.060622515	0.005115855	0.061190286	0.873071344	4	4	sub11sub12sub13
C_376607N1208563W001	0.877643824	0.011424979	0.018172336	0.092758861	1	1	sub11sub12sub13
C_376635N1208982W001	0.860603757	0.004438059	0.001075153	0.133883031	1	1	sub11sub12sub13
C_376641N1210443W001	0.999985696	0.000000154	5.578E-07	1.35919E-05	1	1	sub11sub12sub13
C_376668N1208043W001	0.000004135	0.001073751	0.148399912	0.850522203	4	4	sub11sub12sub13
C_376674N1209121W001	0.314471309	0.253267759	0.002894274	0.429366659	4	4	sub11sub12sub13
C_376680N1211049W001	0.946101577	3.31571E-05	0.000078761	0.053786505	1	1	sub11sub12sub13
C_376702N1208521W001	6.65348E-05	0.029080711	0.081008085	0.889844669	4	4	sub11sub12sub13
C_376735N1208752W001	0.00327645	0.011341166	0.042900225	0.942482159	4	4	sub11sub12sub13
C_376738N1211435W001	0.347811268	0.032192325	0.030946084	0.589050323	4	4	sub11sub12sub13
C_376743N1208913W001	3.0551E-06	7.174E-07	2.06E-08	0.999996207	4	4	sub11sub12sub13
C_376757N1210999W001	0.007203354	5.5884E-06	9.4098E-06	0.992781648	4	4	sub11sub12sub13
C_376777N1211363W001	0.176017801	0.043426979	0.064964267	0.715590954	4	4	sub11sub12sub13
C_376782N1210541W001	0.999784562	4.9939E-06	0.000180336	0.000030109	1	1	sub11sub12sub13
C_376816N1208088W001	5.4922E-06	8.33719E-05	0.034872103	0.965039034	4	4	sub11sub12sub13
C_376816N1208254W001	2.3687E-06	0.045154379	0.5437862	0.411057053	3	3	sub11sub12sub13
C_376816N1208493W001	0.005872676	0.150398106	0.178461808	0.66526741	4	4	sub11sub12sub13
C_376818N1208338W001	2E-10	2.2E-09	0	0.999999998	4	4	sub11sub12sub13
C_376818N1208691W001	0.146380841	0.00105203	0.000235595	0.852331534	4	4	sub11sub12sub13
C_376841N1210699W001	0.999849347	5.496E-07	4.468E-07	0.000149656	1	1	sub11sub12sub13
C_376852N1210974W001	0.993801211	0.000144218	0.00501509	0.001039482	1	1	sub11sub12sub13
C_376866N1208224W001	9.5726E-06	0.000399246	0.001509166	0.998082016	4	4	sub11sub12sub13
C_376935N1209027W001	5.5281E-06	1.00047E-05	1.563E-07	0.999984311	4	4	sub11sub12sub13
C_376943N1210954W001	0.999721016	5.656E-07	1.1953E-06	0.000277223	1	1	sub11sub12sub13
C_376946N1211227W001	0.838077643	0.01939919	0.001078454	0.141444714	1	1	sub11sub12sub13
C_376957N1208049W001	0.011115223	0.171622758	0.001478636	0.815783383	4	4	sub11sub12sub13
C_376992N1212403W001	0.128032123	0.36036647	0.30639316	0.205208248	2	2	sub11sub12sub13
C_377007N1208946W001	0.000116989	0.000818096	8.0793E-06	0.999056836	4	4	sub11sub12sub13
C_377032N1208127W001	0.001119118	0.077335776	0.013558054	0.907987053	4	4	sub11sub12sub13
C_377032N1210652W001	0.998674334	7.152E-07	5.748E-07	0.001324376	1	1	sub11sub12sub13
C_377035N1211035W001	0.001591091	5.8528E-06	0.000004111	0.998398945	4	4	sub11sub12sub13
C_377049N1209110W001	1.039E-07	2.866E-07	2.19E-08	0.999999588	4	4	sub11sub12sub13
C_377082N1209741W001	0.804330018	5.49351E-05	6.1729E-06	0.195608874	1	1	sub11sub12sub13
C_377105N1208688W001	0.011147145	0.078130614	0.001137434	0.909584807	4	4	sub11sub12sub13
C_377105N1209118W001	0.001268625	0.98977909	0.002159455	0.00679283	2	2	sub11sub12sub13
C_377107N1208054W001	2.42098E-05	0.000760935	0.000941844	0.998273011	4	4	sub11sub12sub13
C_377113N1206766W001	4.32234E-05	0.000247748	0.004416931	0.995292098	4	4	sub11sub12sub13
C_377118N1208071W001	0.001075404	0.047850683	0.024512958	0.926560955	4	4	sub11sub12sub13
C_377127N1209374W001	2.5796E-06	2.31782E-05	0.000000499	0.999973743	4	4	sub11sub12sub13
C_377177N1208452W001	9.4377E-06	0.000151112	0.000843687	0.998995764	4	4	sub11sub12sub13
C_377188N1207754W001	0.000477717	0.051211689	0.861850982	0.086459613	3	3	sub11sub12sub13
C_377202N1210988W001	0.907269483	5.89697E-05	5.4895E-06	0.092666058	1	1	sub11sub12sub13
C_377252N1208163W001	0.719621235	0.137293629	0.046349059	0.096736077	1	1	sub11sub12sub13
C_377271N1208446W001	8.0598E-06	0.00044107	1.69732E-05	0.999533897	4	4	sub11sub12sub13
C_377271N1210868W001	0.964845736	0.000159782	3.1468E-06	0.034991335	1	1	sub11sub12sub13
C_377280N1210413W001	0.866326892	2.11626E-05	5.349E-07	0.13365141	1	1	sub11sub12sub13
C_377307N1207916W001	9.652E-07	0.002927846	0.005270833	0.991800355	4	4	sub11sub12sub13
C_377323N1212528W001	0.001217345	0.001207947	0.02661579	0.970958918	4	4	sub11sub12sub13
C_377324N1208154W001	2.917E-07	0.000117566	4.67653E-05	0.999835377	4	4	sub11sub12sub13
C_377330N1207574W001	2.8923E-06	0.000150946	0.99951885	0.000327311	3	3	sub11sub12sub13
C_377332N1208818W001	0.009129228	0.10998936	0.019277814	0.861603599	4	4	sub11sub12sub13
C_377355N1208516W001	9.07582E-05	0.000649427	0.008078127	0.991181688	4	4	sub11sub12sub13
C_377363N1211654W001	0.015623169	0.032072738	0.154797508	0.797506585	4	4	sub11sub12sub13
C_377396N1208052W001	0.006750668	0.092879757	0.074422121	0.825947454	4	4	sub11sub12sub13
C_377396N1208929W001	0.006534298	0.009189279	0.031884542	0.952391881	4	4	sub11sub12sub13
C_377398N1211434W001	0.045272143	0.414986328	0.087243576	0.452497952	4	4	sub11sub12sub13
C_377406N1212160W001	0.529616045	0.004145123	0.001198778	0.465040055	1	1	sub11sub12sub13
C_377407N1207885W001	0.007558979	0.220013436	0.462626353	0.309801232	3	3	sub11sub12sub13
C_377413N1208316W001	0.909413116	0.004175407	0.068752257	0.01765922	1	1	sub11sub12sub13
C_377417N1211929W001	0.310091824	0.007015049	0.013983796	0.668909331	4	4	sub11sub12sub13
C_377430N1207746W001	0.009824815	0.008986705	0.84132743	0.139861051	3	3	sub11sub12sub13
C_377438N1208143W001	0.000129875	0.095030852	0.872101279	0.032737995	3	3	sub11sub12sub13
C_377521N1208518W001	0.000936906	0.249305801	0.17941419	0.570343103	4	4	sub11sub12sub13
C_377548N1210219W001	0.015596416	0.009841944	0.001287104	0.973274536	4	4	sub11sub12sub13
C_377652N1210690W001	0.025741996	0.00311403	0.000224213	0.970919761	4	4	sub11sub12sub13
C_377699N1212386W001	0.076026936	0.03598248	0.121560376	0.766430207	4	4	sub11sub12sub13
C_377701N1209257W001	0.000381341	0.237302171	0.002483536	0.759832952	4	4	sub11sub12sub13
C_377702N1211438W001	6.004E-07	0.172552611	0.737086799	0.09035999	3	3	sub11sub12sub13
C_377705N1211437W001	3.76719E-05	0.043904113	0.644587505	0.31147071	3	3	sub11sub12sub13
C_377706N1211266W001	0.001431174	0.005056981	0.734118074	0.259393771	3	3	sub11sub12sub13
C_377708N1211790W001	0.34599683	0.003703715	0.004046068	0.646253387	4	4	sub11sub12sub13
C_377736N1210885W001	2.69226E-05	0.323374058	0.433622349	0.24297667	3	3	sub11sub12sub13
C_377744N1209464W001	5.16E-08	0.974279288	0.025451593	0.000269068	2	2	sub11sub12sub13
C_377785N1208902W001	0.002887638	0.015655353	0.002164603	0.979292406	4	4	sub11sub12sub13
C_377796N1211883W001	0.103945822	0.00071009	4.15232E-05	0.895302565	4	4	sub11sub12sub13
C_377810N1210512W001	0.538264406	0.244432376	0.01538661	0.201916609	1	1	sub11sub12sub13
C_377810N1211142W001	0.000465095	0.003229374	0.020527861	0.97577767	4	4	sub11sub12sub13
C_377813N1212515W001	0.000871302	0.000799514	0.995337692	0.002991493	3	3	sub11sub12sub13
C_377819N1210309W001	0.000282241	0.998251467	0.000976307	0.000489986	2	2	sub11sub12sub13
C_377902N1209687W001	0.005534722	0.881759362	0.070775088	0.041930829	2	2	sub11sub12sub13
C_377902N1211317W001	0.001018531	0.001638382	0.000415461	0.996927627	4	4	sub11sub12sub13
C_377916N1208302W001	0.391407261	0.062168441	0.31661861	0.229805688	1	1	sub11sub12sub13
C_377949N1208407W001	0.001796383	0.639458757	0.036746566	0.321998294	2	2	sub11sub12sub13
C_377985N1208524W001	2.0079E-06	1.26264E-05	1.4204E-06	0.999983945	4	4	sub11sub12sub13
C_377992N1209892W001	0.958809716	0.027385954	0.005344309	0.008460021	1	1	sub11sub12sub13
C_377994N1210530W001	0.999229219	2.55903E-05	1.1732E-06	0.000744017	1	1	sub11sub12sub13
C_378034N1209801W001	0.001884248	0.104412509	0.003408995	0.890294249	4	4	sub11sub12sub13
C_378071N1211991W001	0.951511058	0.017132899	0.000570429	0.030785615	1	1	sub11sub12sub13
C_378102N1211618W001	0.119246024	0.302233462	0.001510179	0.577010335	4	4	sub11sub12sub13
C_378116N1209613W001	0.740301859	0.007822991	0.006135488	0.245739662	1	1	sub11sub12sub13
C_378125N1211443W001	0.213469868	0.033662716	0.000267596	0.752599821	4	4	sub11sub12sub13
C_378126N1212368W001	0.993005315	0.001977523	0.000161863	0.004855299	1	1	sub11sub12sub13
C_378138N1208591W001	3.73533E-05	0.001337805	0.000604339	0.998020502	4	4	sub11sub12sub13
C_378150N1210413W001	0.999365457	1.38894E-05	2.4141E-06	0.00061824	1	1	sub11sub12sub13
C_378163N1208321W001	0.043910796	0.052454756	0.842122852	0.061511595	3	3	sub11sub12sub13
C_378177N1212791W001	0.904737241	0.038708306	0.012000273	0.04455418	1	1	sub11sub12sub13
C_378181N1209966W001	0.956335301	0.023173081	0.001373624	0.019117994	1	1	sub11sub12sub13
C_378189N1210150W001	0.908303761	0.001618705	0.000659327	0.089418208	1	1	sub11sub12sub13
C_378191N1211861W001	0.634154365	0.001447817	0.000460108	0.363937711	1	1	sub11sub12sub13
C_378284N1209384W001	0.310536581	0.034430531	0.003853153	0.651179735	4	4	sub11sub12sub13
C_378312N1209797W001	0.973494301	0.006040419	0.001560585	0.018904695	1	1	sub11sub12sub13
C_378316N1208621W001	0.424632851	0.030357557	0.448113213	0.096896379	3	3	sub11sub12sub13
C_378316N1209797W001	0.966247028	4.14954E-05	0.000009843	0.033701634	1	1	sub11sub12sub13
C_378344N1212064W001	0.972302414	0.005507706	5.89355E-05	0.022130945	1	1	sub11sub12sub13
C_378388N1208966W001	0.002421538	0.070010401	0.292801547	0.634766514	4	4	sub11sub12sub13
C_378402N1208710W001	0.000971466	0.005274123	0.991553425	0.002200986	3	3	sub11sub12sub13
C_378410N1212865W001	0.997801963	0.000311775	0.000108318	0.001777945	1	1	sub11sub12sub13
C_378427N1209705W001	0.992476387	2.4293E-06	3.638E-07	0.00752082	1	1	sub11sub12sub13
C_378437N1212360W001	0.975190871	0.005365466	0.000074005	0.019369658	1	1	sub11sub12sub13
C_378441N1209799W001	0.996243859	5.2034E-06	4.717E-07	0.003750466	1	1	sub11sub12sub13
C_378452N1208782W001	0.04120835	0.428391584	0.406326229	0.124073837	2	2	sub11sub12sub13
C_378474N1209333W001	0.91782905	0.01506336	0.008985564	0.058122026	1	1	sub11sub12sub13
C_378477N1213008W001	0.980213537	0.003083316	0.00114897	0.015554178	1	1	sub11sub12sub13
C_378480N1212464W001	0.999509437	0.000195666	4.7013E-06	0.000290195	1	1	sub11sub12sub13
C_378491N1209204W001	0.017011025	0.061641422	0.073835204	0.847512349	4	4	sub11sub12sub13
C_378491N1209493W001	0.930997958	0.068768845	0.000102332	0.000130865	1	1	sub11sub12sub13
C_378562N1212685W001	0.999270702	0.000414648	1.03148E-05	0.000304336	1	1	sub11sub12sub13
C_378616N1209459W001	0.104305096	0.004588036	0.038561308	0.85254556	4	4	sub11sub12sub13
C_378627N1209469W001	0.99586465	8.02503E-05	0.00070154	0.00335356	1	1	sub11sub12sub13
C_378631N1213008W001	0.982331306	0.001374317	0.000302999	0.015991378	1	1	sub11sub12sub13
C_378787N1212825W001	0.999915754	2.22796E-05	0.000003758	5.82089E-05	1	1	sub11sub12sub13
C_378827N1212694W001	0.999984841	0.000007173	4.183E-07	0.000007568	1	1	sub11sub12sub13
