NAME	X	Y	Element	BOS	TOS	Layer
C_373507N1206132W001	711406.1983	4136449.617	19283	-101.2163517	-57.23636483	-1
C_373510N1209113W001	684998.6412	4135856.871	18623	32.18	42.18787402	-1
C_373510N1209113W002	684998.6412	4135856.871	18623	-69.845	-59.83843832	-1
C_373510N1209114W001	684989.7831	4135856.675	18623	58.165	68.15712598	-1
C_373527N1205779W001	714527.6069	4136751.214	19201	-208.3468976	-194.8324619	-1
C_373532N1206316W001	709769.2536	4136685.97	19197	30.68506562	104.9993701	-1
C_373532N1208796W001	687801.1851	4136163.588	18631	-62.86	-27.61032808	1
C_373535N1210013W001	677020.5312	4135961.668	17976	-29.63610236	-12.31523622	-1
C_373549N1206104W001	711642.4397	4136921.949	19198	-123.5372178	-85.61038058	-1
C_373552N1206982W001	703864.2537	4136761.935	19191	-8.207939633	61.98530184	-1
C_373552N1211010W001	668185.6987	4135967.974	17353	-342.6013123	-156.4638451	-1
C_373555N1208652W001	689070.9516	4136447.548	18633	-72.05864829	-12.62131234	1
C_373566N1206604W001	707208.7189	4136999.619	19280	26.71776115	85.40247244	2
C_373566N1208007W001	694781.3221	4136700.781	18887	-53.31192913	60.42691601	1
C_373571N1207085W001	702946.7668	4136950.564	19190	-24.31706693	38.09238189	2
C_373596N1206216W001	710637.1859	4137418.424	19197	-48.39728346	3.633228346	-1
C_373596N1207774W001	696837.3117	4137082.015	18997	-13.85116798	58.83649606	-1
C_373596N1207971W001	695092.4264	4137041.103	18887	-32.91809711	69.20001312	-1
C_373602N1207416W001	700006.6428	4137223.874	19000	-32.65541732	13.88362467	1
C_373607N1205535W001	716666.0586	4137694.699	19287	-102.8707087	-91.47372703	-1
C_373621N1207421W001	699957.3119	4137433.644	19000	-27.74893701	15.86589239	-1
C_373627N1210677W001	671118.1644	4136860.007	17493	-99.08783465	-51.66395013	-1
C_373630N1207149W001	702364.021	4137591.503	19098	-34.7461706	20.0468084	2
C_373638N1208474W001	690626.6088	4137404.332	18637	-72.79929134	27.80339895	-1
C_373649N1206038W001	712198.8991	4138046.43	19198	-161.1440026	-130.6210367	-1
C_373655N1207710W001	697388.7154	4137750.063	18891	-8.901637795	42.7295958	1
C_373660N1209343W001	682924.8525	4137476.426	18400	21.80666667	36.91066929	1
C_373671N1207879W001	695887.7871	4137892.379	18889	17.37	90.90412073	1
C_373674N1210846W001	669610.8328	4137350.993	17355	-268.3619554	-123.5643832	-1
C_373680N1206057W001	712021.8873	4138386.152	19198	-146.0729961	-112.7829698	-1
C_373685N1205846W001	713889.2125	4138489.269	19199	-206.3380564	-186.3938307	-1
C_373702N1207552W001	698775.6551	4138304.761	18892	-8.338505249	23.951521	1
C_373716N1207229W001	701632.4309	4138528.659	19096	-30.58277034	9.69938189	2
C_373721N1208143W001	693536.8502	4138392.701	18772	-42.63	63.10654856	1
C_373721N1209004W001	685912.088	4138219.543	18407	-44.71727034	-11.20906824	-1
C_373735N1204532W001	725511.9228	4139350.177	19292	-317.9407612	-238.9013911	-1
C_373735N1205768W001	714565.7743	4139061.817	19200	-198.957021	-178.9110892	-1
C_373743N1207002W001	703635.4381	4138877.025	19192	-50.01341864	15.66866798	2
C_373752N1207668W001	697735.217	4138835.195	18776	4.872749344	38.9678937	1
C_373755N1206127W001	711380.8656	4139202.686	19114	-124.6572178	-82.97742782	-1
C_373757N1207413W001	699992.0416	4138944.438	19001	-8.673044619	18.88469816	-1
C_373760N1206291W001	709927.1385	4139221.539	19196	-78.57281102	-24.4606063	-1
C_373760N1208493W001	690427.4746	4138754.219	18520	-74.34610236	52.25002625	-1
C_373763N1209043W001	685556.3663	4138677.897	18315	-29.93406824	3.568884514	-1
C_373763N1209221W001	683980.1539	4138643.032	18314	6.354212598	28.87783465	-1
C_373771N1209963W001	677407.8155	4138589.67	17979	-37.10732283	-9.326811024	-1
C_373805N1207477W001	699412.5751	4139463.51	19001	-8.561244094	13.778979	1
C_373813N1207782W001	696709.7508	4139488.23	18775	20.86	64.95875328	1
C_373818N1210154W001	675705.5595	4139075.424	17791	-46.23452756	-1.83164042	-1
C_373821N1206682W001	706447.8732	4139812.116	19193	-35.20154856	79.1088189	2
C_373821N1207551W001	698753.0884	4139625.43	18893	0.818	19.81275066	-1
C_373827N1208957W001	686302.0678	4139404.994	18316	-22.42576115	28.38526247	-1
C_373860N1210410W002	673429.1778	4139494.067	17655	-58.40602362	20.31772966	-1
C_373860N1211204W001	666399.305	4139351.029	17155	-242.5816667	-138.6420341	-1
C_373888N1206113W001	711467.4675	4140681.672	19114	-134.3871916	-88.29106299	-1
C_373888N1206868W001	704782.643	4140515.022	19104	-54.26177165	4.127335958	-1
C_373891N1206285W001	709943.7215	4140676.525	19112	-103.814626	-47.03837927	-1
C_373891N1208857W001	687171.5896	4140134.941	18317	-16.17401575	55.48871391	-1
C_373893N1207063W001	703054.7649	4140528.333	19099	-44.50591864	-10.14699475	-1
C_373893N1207238W001	701505.3317	4140490.792	19003	-27.38098425	0.878530184	-1
C_373893N1208674W001	688791.31	4140193.612	18412	-63.64730971	78.85531496	-1
C_373896N1205438W001	717441.7361	4140923.976	19203	-207.3575722	-181.0839501	-1
C_373899N1206488W001	708144.1351	4140720.291	19111	-56.39181102	12.38706037	-1
C_373904N1206678W001	706460.5169	4140734	19193	9.2	91.19475066	-1
C_373907N1209416W001	682218.5426	4140202.994	18232	-2.309002625	28.20969816	-1
C_373924N1207152W001	702258.4325	4140853.193	19004	-31.41149606	-2.802244094	2
C_373927N1210863W001	669403.3379	4140155.145	17250	-257.3828478	-82.93402887	-1
C_373949N1206060W001	711919.5517	4141370.466	19025	-158.6931877	-110.7968622	-1
C_373963N1206188W001	710782.3912	4141497.122	19113	-130.5446129	-74.89074147	-1
C_373963N1210052W001	676574.6743	4140703.369	17899	-60.57972441	-4.936351706	-1
C_373968N1206457W001	708399.4907	4141492.8	19110	-80.59	-15.81998688	-1
C_373968N1208146W001	693446.7797	4141132.843	18418	-0.67	98.83787402	-1
C_373968N1208271W001	692340.1733	4141107.269	18416	-96.66	23.15988189	1
C_373993N1209093W001	685057.0383	4141220.155	18236	0.996653543	51.42217848	1
C_374005N1206577W001	707326.9158	4141876.912	19110	-56.80636483	1.077493438	-1
C_374005N1206816W001	705211.1303	4141824.615	19104	-38.17675853	-14.85917323	2
C_374007N1207252W001	701350.86	4141752.788	19004	-14.79912073	11.10311024	2
C_374016N1206857W001	704845.176	4141937.759	19103	-39.32866142	-21.32275591	2
C_374035N1207091W001	702768.5718	4142097.998	19101	-34.57864829	-12.35194226	2
C_374046N1208366W001	691479.2951	4141953.432	18416	-60.58765092	75.88314961	-1
C_374046N1208632W001	689124.6929	4141899.734	18320	-102.66	86.35574803	-1
C_374052N1209399W001	682333.9001	4141815.196	18073	-10.54846457	35.6346063	-1
C_374052N1211193W001	666454.2119	4141483.335	17057	-455.076601	-102.217021	-1
C_374057N1209596W001	680588.9209	4141832.756	18072	-32.90729659	17.21835958	-1
C_374061N1211212W001	666284.0448	4141579.843	17057	-477.1	-37.11181102	-1
C_374074N1206859W001	704811.6726	4142580.92	19010	-48.518	-38.51275066	-1
C_374077N1206860W001	704802.0036	4142613.992	19010	-51.21694226	-40.96661417	-1
C_374082N1209049W001	685424.6003	4142216.349	18237	-6.790577428	59.37182415	1
C_374135N1210282W001	674498.6593	4142569.029	17664	-113.4741864	-9.934488189	-1
C_374143N1208885W001	686861.0674	4142925.597	18237	-45.13883202	64.4796063	-1
C_374160N1210121W001	675917.7541	4142876.353	17796	-106.8043963	-21.93628609	-1
C_374177N1207888W001	695676.426	4143505.213	18421	28.205	107.712874	-1
C_374182N1208671W001	688745.3248	4143400.99	18322	-77.17980315	78.19749344	-1
C_374185N1208868W001	687001.0805	4143395.005	18239	-50.3241601	70.56658793	-1
C_374188N1208479W001	690443.057	4143506.195	18322	-46.16425197	65.63922572	1
C_374191N1208299W001	692035.3321	4143576.012	18323	-27.12737533	62.29716535	-1
C_374193N1208138W001	693459.703	4143631.135	18325	5.670091864	62.31215223	-1
C_374196N1208041W001	694317.3985	4143684.382	18421	12.25093176	76.14299213	-1
C_374196N1209091W001	685024.7833	4143473.045	18238	-5.737913386	65.82278215	1
C_374202N1207946W001	695156.6093	4143770.592	18421	18.6483727	96.29994751	-1
C_374216N1207671W001	697586.7215	4143983.25	18532	9.00191601	78.63380577	-1
C_374218N1207571W001	698471.1954	4144026.459	18533	1.052270341	59.93612861	-1
C_374218N1211552W001	663240.5133	4143262.43	16947	-320.502021	-48.50366142	-1
C_374249N1210393W001	673489.9329	4143813.462	17506	-163.0951837	-72.30843832	-1
C_374260N1205760W001	714486.8332	4144889.405	18926	-216.7665092	-136.465	-1
C_374260N1206035W001	712053.142	4144827.149	18923	-174.9794357	-83.25338583	-1
C_374302N1209307W001	683087.3534	4144607.035	18158	-68.36669291	24.13035433	1
C_374305N1207543W001	698695.988	4144997.745	18534	-8.128661417	63.95270341	-1
C_374305N1209321W001	682962.7404	4144637.603	18158	-70.44	24.56	-1
C_374316N1210994W001	668156.5843	4144447.925	17060	-301.22	-281.2134383	-1
C_374316N1210994W002	668156.5843	4144447.925	17060	-146.27	-126.2437533	-1
