NAME	X	Y	Element	BOS	TOS	Layer
C_367632N1203235W001	738906.9182	4071944.513	22070	-147.3011286	-68.34410761	-1
C_367633N1205099W001	722265.3641	4071506.235	20928	-835.6705381	-203.2335302	-1
C_367633N1205241W001	720997.6581	4071473.333	20927	-530.6	-130.5855643	-1
C_367635N1201868W001	751110.585	4072328.013	23049	4.037112861	119.7191995	1
C_367635N1202146W001	748628.564	4072255.376	22688	-96.78620735	41.67737533	1
C_367636N1204957W001	723532.2027	4071572.613	20929	-770.0371654	-338.7855249	-1
C_367636N1205293W001	720532.569	4071494.619	20927	-1200.6	-458.6052493	-1
C_367639N1205129W001	721995.8078	4071565.844	20928	-855.0801444	-188.8662336	-1
C_367641N1202941W001	741528.9068	4072118.225	22292	-164.6249475	-42.57311024	1
C_367649N1197185W001	792918.3675	4073815.689	23957	214.0890551	250.6038189	-1
C_367653N1195677W001	806382.1614	4074332.826	24140	300.4999606	320.7073097	-1
C_367658N1205304W001	720428.0656	4071736.192	20927	-965.6106562	-353.6063911	-1
C_367664N1196438W001	799582.6388	4074213.678	23874	252.53	282.7599869	-1
C_367666N1202668W001	743958.2945	4072464.931	22388	-185.7683202	-19.40939633	-1
C_367674N1202321W001	747053.6261	4072642.789	22586	-138.8656037	18.68492126	1
C_367674N1203810W001	733760.6465	4072268.467	21491	-100.4057743	-74.70629921	-1
C_367691N1202616W001	744414.5892	4072755.622	22486	-191.5590026	-15.36805774	-1
C_367693N1202416W001	746199.4235	4072829.122	22587	-162.4584514	5.243648294	1
C_367699N1202668W001	743947.8304	4072831.115	22388	-186.6003412	-17.57507874	-1
C_367700N1196799W001	796345.3677	4074500.676	23872	247.7078215	280.2179921	-1
C_367703N1205307W001	720388.3951	4072234.813	20927	-986.6	-211.5868766	-1
C_367706N1204502W001	727573.5379	4072456.634	21052	-249.6	-139.6	-1
C_367707N1201910W001	750712.1375	4073115.955	23051	-28.44598425	93.64817585	1
C_367707N1201960W001	750265.7719	4073102.856	23051	-47.527021	77.61307087	1
C_367707N1202141W001	748649.9331	4073055.634	22796	-101.3072047	37.69279528	1
C_367707N1202496W001	745480.7671	4072963.906	22588	-176.681706	-0.485511811	1
C_367708N1204591W001	726778.4649	4072457.684	21052	-271.6	-31.59343832	-1
C_367710N1202263W001	747559.8427	4073057.267	22690	-132.4755118	18.76333333	1
C_367713N1198171W001	784090.7479	4074228.364	23863	133.643832	206.9374672	-1
C_367717N1196088W001	802686.9838	4074912.169	23877	259.2338976	281.4402625	-1
C_367717N1196596W001	798151.2892	4074752.481	23872	258.1087402	290.1310499	-1
C_367721N1202510W001	745351.321	4073115.665	22589	-183.4379396	-5.156771654	1
C_367730N1202732W001	743366.6794	4073158.798	22489	-177.0698294	-19.07343832	1
C_367732N1201191W001	757122.5774	4073584.324	23319	92.53776903	191.4718241	-1
C_367735N1203229W001	738928.4965	4073088.936	21936	-135.207126	-51.53553806	1
C_367738N1202877W001	742069.7674	4073210.762	22395	-165.8445932	-31.52175853	2
C_367755N1202599W001	744546.0068	4073470.146	22495	-201.08	-11.07343832	-1
C_367755N1202654W001	744055.0435	4073456.092	22495	-188.9280971	-14.8608399	2
C_367755N1202654W002	744055.0435	4073456.092	22495	-188.9280971	-14.86051181	-1
C_367768N1203024W001	740748.1473	4073506.539	22191	-151.7353412	-38.45581365	-1
C_367772N1195807W001	805174.0958	4075611.959	24056	287.56	307.2125591	-1
C_367774N1201832W001	751386.5692	4073879.916	23055	-15.79670604	104.4906955	-1
C_367778N1202051W001	749430.3616	4073866.94	22919	-83.12494751	47.28417323	-1
C_367782N1199585W001	771442.2782	4074583.187	23765	48.23484252	153.658727	-1
C_367782N1202141W001	748625.6879	4073887.882	22917	-105.7296063	31.36980315	1
C_367783N1205741W001	716491.7259	4073023.343	20803	-388.2659711	49.44203412	-1
C_367786N1205832W001	715678.6508	4073036.066	20802	-1066.7	-345.7013123	-1
C_367786N1206257W001	711885.2861	4072941.052	20669	-754.2197244	-454.6012861	-1
C_367789N1195107W001	811416.8956	4076026.498	24230	340.0090551	371.965748	-1
C_367789N1206566W001	709126.4922	4072906.317	20520	-710.0371916	-303.3236089	-1
C_367791N1198960W001	777018.4387	4074862.388	23682	52.82324147	164.6952887	-1
C_367792N1195535W001	807594.5264	4075921.149	24057	314.6667848	336.9466404	-1
C_367796N1203729W001	734446.5731	4073642.036	21589	-328.0752572	-299.0204672	-1
C_367800N1196104W001	802511.4617	4075828.273	23877	253.1971522	279.2178215	-1
C_367805N1203718W001	734542.0132	4073744.601	21590	-87.86754593	-67.51223097	-1
C_367810N1198263W001	783233.6267	4075277.543	23775	120.1656824	200.3612205	-1
C_367810N1203071W001	740315.4837	4073960.764	22300	-149.1905512	-39.51043307	-1
C_367811N1195585W001	807140.5401	4076115.937	24057	306.57	328.1736745	-1
C_367813N1202713W001	743510.009	4074084.645	22402	-176.148399	-18.30981627	2
C_367814N1195207W001	810513.9938	4076271.419	24143	352.130748	380.4768766	-1
C_367816N1200963W001	759129.6737	4074578.033	23320	75.37143045	173.7516798	-1
C_367816N1202424W001	746088.6462	4074191.941	22593	-161.4052625	4.521574803	-1
C_367824N1202593W001	744577.6212	4074237.342	22497	-181.9020079	-8.217624672	2
C_367824N1203377W001	737579.8515	4074039.63	21939	-114.5019029	-36.42545932	1
C_367824N1206771W001	707287.35	4073250.025	20520	-584.0007612	-230.9354724	-1
C_367827N1202666W001	743925.086	4074251.979	22403	-177.73	-17.72343832	-1
C_367839N1206474W001	709933.9855	4073481.256	20524	-728.1399869	-326.0540289	-1
C_367852N1202049W001	749424.2094	4074688.616	22920	-89.09509186	37.32452756	1
C_367857N1199977W001	767916.7856	4075304.877	23674	42.03973753	136.2726772	-1
C_367866N1206838W001	706678.0892	4073701.533	20387	-545.2713911	-226.0535433	-1
C_367877N1206818W001	706853.6201	4073827.909	20521	-545.6797375	-224.9855118	-1
C_367881N1195496W001	807907.0508	4076921.491	24058	292.0024278	315.171063	-1
C_367882N1203566W001	735875.1151	4074636.412	21811	-61.04930446	21.9165748	1
C_367882N1203579W001	735759.0911	4074633.205	21811	-55.48401575	27.50942257	1
C_367891N1201152W001	757417.5004	4075359.232	23193	50.25841207	159.648832	-1
C_367893N1201638W001	753079.1513	4075251.625	23059	28.77761155	152.8865354	-1
C_367899N1198799W001	778416.5694	4076107.717	23684	51.0503937	164.6957349	-1
C_367899N1201882W001	750899.4476	4075253.871	22806	-51.23682415	68.52137795	-1
C_367905N1202257W001	747550.6221	4075222.663	22696	-139.5140814	1.811706037	-1
C_367910N1201821W001	751440.2802	4075391.967	22807	-39.90053806	80.44526247	2
C_367918N1206907W001	706048.3657	4074263.606	20387	-503.5996588	-215.3014304	-1
C_367918N1206907W002	706048.3657	4074263.606	20387	-512.4996588	-224.2017585	-1
C_367921N1202052W001	749375.0481	4075453.505	22803	-103.7320604	17.28204724	-1
C_367922N1195946W001	803873.7811	4077232.432	23968	270.862336	294.8885827	-1
C_367922N1196279W001	800901.355	4077127.016	23875	260.54	300.54	-1
C_367924N1196735W001	796830.28	4077006.546	23785	280.9098556	312.7904331	-1
C_367927N1202132W001	748659.124	4075499.24	22802	-118.0434121	7.874895013	2
C_367927N1204749W001	725303.8744	4074850.356	20931	-212.4025591	93.63353018	-1
C_367930N1200343W001	764624.7484	4076012.991	23574	59.91326772	147.8269816	-1
C_367930N1206907W001	706045.1499	4074396.752	20387	-512.6259974	-228.0843307	-1
C_367932N1206385W001	710702.815	4074532.726	20526	-644.4140551	-374.7647769	-1
C_367936N1195899W001	804287.7697	4077402.773	23968	287.8800787	311.5044226	-1
C_367936N1196593W001	798093.1213	4077183.944	23786	283.7991601	317.3664173	-1
C_367939N1196502W001	798904.2135	4077245.675	23787	271.3239633	307.0910236	-1
C_367941N1206896W001	706140.3616	4074521.174	20387	-514.7171391	-232.2483071	-1
C_367963N1199524W001	771922.7821	4076609.157	23679	20.68671916	134.178189	-1
C_367963N1201435W001	754867.7603	4076082.354	23192	-13.14725722	118.9058924	-1
C_367966N1203699W001	734662.4573	4075535.761	21695	-109.034042	74.73367454	1
C_367977N1201682W001	752658.8267	4076172.114	22929	-31.76930446	95.16540682	-1
C_367985N1203102W001	739984.1455	4075894.848	22083	-137.11	-13.09687664	-1
C_367991N1197729W001	787932.8309	4077445.873	23691	181.6243438	239.3566273	-1
C_367991N1199052W001	776125.2878	4077055.27	23589	23.22393701	152.9926378	-1
C_367996N1207013W001	705081.6279	4075106.26	20269	-472.0521522	-225.7906693	-1
C_367999N1205629W001	717430.3117	4075445.449	20530	-981.7108005	-355.736063	-1
C_368002N1199888W001	768660.5045	4076938.973	23675	34.41753281	130.8624147	-1
C_368002N1202596W001	744494.2211	4076211.76	22405	-175.2	-1.247572178	-1
C_368007N1199510W001	772032.1509	4077101.429	23679	15.39767717	131.3720866	-1
C_368036N1195552W001	807345.1219	4078623.746	23970	355.6364304	379.3601837	-1
C_368038N1201329W001	755788.7838	4076942.947	22936	-51.69253281	82.69132546	-1
C_368041N1199349W001	773456.874	4077524.711	23680	-0.154028871	126.1753675	-1
C_368053N1195199W001	810488.7975	4078926.624	24144	331.5338845	360.6510105	-1
C_368068N1202368W001	746507.6628	4077002.719	22502	-185.8577034	-29.73828084	2
C_368068N1207177W001	703599.1931	4075870.072	20266	-387.8085039	-176.4715617	-1
C_368071N1205313W001	720229.4071	4076316.709	20677	-999.	999.	-1
C_368074N1200260W001	765315.7983	4077634.007	23461	49.91338583	132.7132546	-1
C_368074N1206391W001	710610.3595	4076106.983	20394	-503.7015879	-343.2189764	-1
C_368077N1201163W001	757257.0426	4077420.302	22939	-40.57490814	94.02745407	-1
C_368077N1201485W001	754383.7914	4077334.072	22934	-88.63986877	63.1498294	-1
C_368080N1202602W001	744415.8646	4077075.757	22310	-191.4433333	-8.703175853	2
C_368082N1197871W001	786631.5228	4078413.074	23690	230.4586614	295.8690945	-1
C_368082N1199054W001	776074.7301	4078064.57	23589	-10.41611549	129.531063	-1
C_368082N1200432W001	763778.227	4077675.149	23458	56.41540682	139.6998556	-1
C_368086N1196504W001	798829.1608	4078876.506	23787	264.9185171	297.5267848	-1
C_368103N1195899W001	804221.6077	4079256.23	23878	296.2479921	321.3149213	-1
C_368106N1196143W001	802042.9425	4079212.06	23790	275.156168	304.9363517	-1
C_368116N1199377W001	773180.3238	4078349.009	23586	-20.70186352	110.155748	-1
C_368118N1201452W001	754664.6601	4077797.837	22814	-107.9020079	44.76564304	-1
C_368121N1206735W001	707528.4555	4076553.214	20391	-544.402021	-342.2346982	-1
C_368130N1200291W001	765019.8481	4078246.844	23461	38.68555118	118.5119948	-1
C_368130N1205243W001	720837.0154	4076987.524	20533	127.1704593	308.3989501	-1
C_368133N1196127W001	802175.0998	4079516.782	23790	277.1005249	305.8498688	-1
C_368138N1196843W001	795783.8414	4079348.065	23698	278.5173753	308.4734121	-1
C_368146N1199716W001	770144.8418	4078585.502	23472	-10.58279528	100.0523753	-1
C_368146N1201554W001	753745.3014	4078081.403	22813	-79.09278215	57.98595801	-1
C_368152N1198621W001	779913.155	4078967.447	23591	27.89712598	155.0355774	-1
C_368157N1206571W001	708981.798	4076988.4	20392	-506.4508136	-342.6594751	-1
C_368160N1202410W001	746103.4177	4078012.78	22408	-210.0778478	-41.73270341	-1
C_368191N1197363W001	791123.5568	4079776.442	23695	236.232769	281.6140026	-1
C_368205N1201513W001	754091.5917	4078747.019	22708	-75.06128609	55.0578084	-1
C_368213N1203027W001	740582.0175	4078443.703	21951	-193.0574934	-25.40624672	-1
C_368213N1204952W001	723409.0996	4077976.149	20681	-87.2164042	187.007874	-1
C_368216N1204402W001	728314.6803	4078139.487	20936	-89.46048556	46.24620735	-1
C_368224N1205849W001	715404.1285	4077892.175	20398	-84.20405512	-49.40746719	-1
C_368231N1196204W001	801449.4807	4080580.089	23790	274.4922572	302.4502625	-1
C_368243N1198602W001	780049.49	4079982.91	23592	13.02675853	148.6091076	-1
C_368244N1195449W001	808180.8806	4080965.478	24060	340.3037402	366.3503281	-1
C_368257N1201154W001	757277.0363	4079420.181	22819	-140.5622703	56.31240157	-1
C_368257N1206738W001	707464.955	4078061.562	20277	-482.429252	-345.2891601	-1
C_368260N1202171W001	748203.4396	4079184.297	22505	-186.6626509	-69.84112861	-1
C_368264N1196463W001	799125.6778	4080864.856	23700	258.9880971	284.6813386	-1
C_368280N1200260W001	765244.625	4079920.036	23208	24.5432021	96.30829396	-1
C_368293N1201424W001	754856.3995	4079747.264	22709	-124.4666273	47.10948819	-1
C_368299N1197657W001	788459.6836	4080885.784	23693	212.1173885	270.6036089	-1
C_368299N1200388W001	764096.1989	4080095.399	23081	17.68624672	90.05927822	-1
C_368299N1202457W001	745639.6125	4079543.113	22410	-253.118189	-61.27041995	-1
C_368307N1201963W001	750043.6655	4079760.11	22603	-150.6108136	-45.78765092	-1
C_368310N1200974W001	758864.9593	4080056.975	22943	-49.28897638	114.755643	-1
C_368321N1203810W001	733563.93	4079447.74	21504	-134.9090157	33.3091601	-1
C_368322N1196127W001	802100.6879	4081614.397	23790	286.73021	312.5658399	-1
C_368338N1199207W001	774617.8258	4080861.424	23481	-83.55868766	87.85765092	-1
C_368341N1200113W001	766534.8301	4080637.91	23210	1.622769029	76.7093832	-1
C_368353N1195627W001	806549.0999	4082117.906	23972	320.0064961	345.807021	-1
C_368355N1200016W001	767395.2252	4080820.4	23211	-12.24238845	70.317979	-1
C_368357N1206913W001	705877.1489	4079133.254	20156	-405.8681759	-281.1995407	-1
C_368360N1201513W001	754040.2879	4080467.038	22605	-110.0814567	99.43986877	-1
C_368363N1199802W001	769301.3449	4080969.339	23344	-55.62149606	51.24366142	-1
C_368364N1195921W001	803921.8886	4082145.947	23880	309.9570735	335.1316142	-1
C_368368N1203291W001	738178.7344	4080097.476	21705	-171.083727	-17.56863517	2
C_368368N1206524W001	709343.5628	4079339.871	20159	-418.8827822	-327.1058793	-1
C_368371N1200785W001	760530.2282	4080785.31	22945	-30.74041995	86.30059055	-1
C_368377N1196843W001	795691.7328	4082000.551	23609	278.358084	305.2652362	-1
C_368377N1197024W001	794077.0882	4081944.62	23607	247.3867979	280.7460499	-1
C_368377N1200924W001	759288.3455	4080814.046	22822	-41.23926509	109.9221522	-1
C_368380N1197116W001	793255.2412	4081949.603	23606	235.2480184	272.8579265	-1
C_368393N1196871W001	795435.7901	4082169.451	23608	270.4069685	298.139252	-1
C_368393N1196954W001	794695.388	4082143.786	23608	255.5132677	286.1359711	-1
C_368393N1197493W001	789887.2773	4081978.691	23694	213.8490814	268.6984908	-1
C_368393N1197810W001	787059.5356	4081882.866	23600	204.1943963	270.0001706	-1
C_368418N1199427W001	772626.873	4081686.158	23218	-107.4802625	61.09585302	-1
C_368418N1200632W001	761878.9226	4081348.743	22947	-38.77830709	50.98678478	-1
C_368424N1203168W001	739258.3529	4080749.633	21825	-175.7313648	-45.95708661	-1
C_368427N1200377W001	764150.2584	4081518.887	22948	-0.740091864	62.07519685	-1
C_368432N1196460W001	799086.9342	4082730.328	23701	284.2760499	306.1720472	-1
C_368432N1197321W001	791406.7647	4082463.906	23605	215.51	263.8216798	-1
C_368433N1196282W001	800674.336	4082797.373	23703	297.06	321.2204331	-1
C_368435N1201832W001	751170.3295	4081214.889	22509	-154.895748	-40.18019685	-1
C_368438N1199438W001	772521.6517	4081904.966	23218	-114.3798688	57.49742782	-1
C_368438N1202621W001	744132.4612	4081043.478	22316	-329.14	-29.14656168	-1
C_368441N1201291W001	755993.4624	4081425.198	22712	-268.5893176	32.20595801	-1
C_368443N1197402W001	790680.0803	4082561.278	23605	201.2675459	253.6835564	-1
C_368446N1197088W001	793479.7618	4082690.693	23507	237.0951312	273.9442126	-1
C_368463N1197113W001	793250.2646	4082871.675	23507	270.0837008	308.404895	-1
C_368468N1196593W001	797886.5689	4083088.261	23701	313.54	333.5662467	-1
C_368469N1196232W001	801106.2094	4083212.687	23703	306.2534908	330.1353806	-1
C_368471N1199696W001	770208.8375	4082197.819	23216	-90.93514436	42.18591864	-1
C_368485N1207577W001	699921.7824	4080412.391	19775	-96.29620735	33.07649606	-1
C_368488N1200604W001	762104.7436	4082133.231	22947	0.820446194	61.54518373	-1
C_368496N1198599W001	779983.9063	4082791.518	23365	-103.4581496	61.84860892	-1
C_368496N1201649W001	752782.382	4081940.109	22606	-288.7776378	-12.38032808	-1
C_368499N1196910W001	795047.1034	4083333.8	23509	261.9384646	291.9889895	-1
C_368499N1197738W001	787662.0335	4083080.937	23602	199.7488583	265.7924934	-1
C_368507N1204743W001	725187.2805	4081287.48	20817	-130.6464173	75.8798294	-1
C_368507N1205641W001	717179.5109	4081079.409	20284	-323.4270866	-160.0320735	-1
C_368510N1196713W001	796799.9462	4083516.99	23610	303.9682808	327.6231365	-1
C_368510N1207077W001	704373.7255	4080795.644	19945	-389.1666273	-265.6351312	-1
C_368510N1207174W001	703508.7815	4080774.923	19944	-361.9273228	-227.1018635	-1
C_368513N1205716W001	716509.0242	4081128.947	20284	-289.047231	-154.2955906	-1
C_368516N1200888W001	759562.4184	4082366.326	22824	-65.83686352	64.11851706	-1
C_368516N1201829W001	751170.5619	4082114.522	22510	-140.4091995	-47.76188976	-1
C_368518N1197157W001	792836.7941	4083468.562	23507	221.3131102	263.0250525	-1
C_368533N1196168W001	801651.8936	4083943.21	23791	325.5991995	350.0588451	-1
C_368535N1198838W001	777838.1671	4083154.464	23096	-183.2862598	37.02902887	-1
C_368543N1196657W001	797286.6238	4083900.674	23611	313.637769	336.7608005	-1
C_368546N1196974W001	794458.2178	4083835.644	23509	248.1825591	281.7570341	-1
C_368549N1204170W001	730284.3869	4081890.233	21302	-95.7126378	24.62660105	1
C_368557N1206004W001	713928.6164	4081552.231	20047	-232.4180577	-140.6998819	-1
C_368566N1198421W001	781545.7661	4083620.746	23236	-40.50375328	82.42669291	-1
C_368571N1196688W001	796999.2913	4084201.771	23611	307.98521	332.4694619	-1
C_368582N1199563W001	771355.7718	4083467.381	22953	-142.1556168	42.13801837	-1
C_368585N1202824W001	742275.5416	4082622.951	22211	-191.6104593	-103.9539633	2
C_368591N1197410W001	790552.6283	4084201.364	23605	173.1525591	230.7185039	-1
C_368596N1203857W001	733061.1489	4082487.739	21306	-155.8358399	-25.78498688	1
C_368597N1195846W001	804498.4182	4084755.838	23883	308.8577165	335.9997769	-1
C_368599N1205638W001	717180.2126	4082100.913	20284	-311.5792257	-145.1087533	-1
C_368610N1197132W001	793024.5976	4084497.274	23507	211.801168	254.7782021	-1
C_368610N1197332W001	791241.0187	4084436.017	23506	171.9671916	226.2824803	-1
C_368610N1197463W001	790072.78	4084396.096	23604	163.7024278	224.9973753	-1
C_368610N1197588W001	788958.0524	4084358.155	23604	164.8905906	231.2859318	-1
C_368613N1196657W001	797259.4742	4084677.559	23611	294.2046982	319.6282546	-1
C_368621N1199788W001	769335.6024	4083836.421	22951	-121.2981627	16.30616798	-1
C_368638N1199129W001	775205.9507	4084213.172	22956	-179.9886352	70.06812336	-1
C_368639N1195552W001	807103.6065	4085316.259	23884	267.9804068	298.2015354	-1
C_368646N1206896W001	705951.1785	4082343.547	19863	-443.3313648	-362.753937	-1
C_368652N1198671W001	779284.9081	4084501.663	23098	-126.8239501	99.04055118	-1
C_368655N1200777W001	760505.0985	4083939.078	22717	-130.4923753	1.522388451	-1
C_368655N1203560W001	735691.2399	4083215.373	21606	-187.941811	-75.27317585	2
C_368657N1198971W001	776607.9989	4084469.73	22957	-187.1508793	82.43934383	-1
C_368657N1205804W001	715683.8152	4082706.828	20164	-242.9066798	-107.2304987	-1
C_368660N1207279W001	702532.8932	4082416.921	19861	-356.8811942	-208.9290945	-1
C_368663N1197635W001	788518.9618	4084932.124	23603	154.7977428	225.9230709	-1
C_368666N1196682W001	797015.9806	4085257.984	23611	287.8631627	315.7302887	-1
C_368666N1197799W001	787055.4245	4084915.93	23502	164.4206168	237.0833465	-1
C_368667N1195993W001	803159.7205	4085485.906	23793	305.8785564	332.7483071	-1
C_368671N1204491W001	727385.846	4083166.997	21066	-91.86371391	53.50997375	-1
C_368677N1196988W001	794283.0494	4085285.196	23508	248.6558268	286.1384383	-1
C_368682N1197177W001	792595.7987	4085282.53	23508	197.7967454	245.576601	-1
C_368683N1196185W001	801441.2614	4085602.614	23704	304.6182283	330.4515617	-1
C_368699N1198207W001	783405.0628	4085160.137	23105	156.1501181	223.2367323	-1
C_368716N1197132W001	792984.0648	4085673.686	23508	234.4831627	280.511706	-1
C_368716N1207366W001	701742.5388	4083019.843	19777	-328.0455774	-167.4254987	-1
C_368718N1207207W001	703159.4179	4083075.768	19861	-407.4575984	-256.4913911	-1
C_368721N1207082W001	704272.9341	4083135.74	19781	-456.428294	-331.6694357	-1
C_368727N1206543W001	709076.2391	4083319.058	19947	-374.0627034	-322.397021	-1
C_368732N1201835W001	751046.3136	4084509.863	22512	-196.7192257	-94.23759843	-1
C_368743N1204360W001	728532.3202	4083997.223	21073	-108.211811	30.77933071	1
C_368746N1200018W001	767241.0723	4085158.903	22828	-97.56488189	5.281902887	-1
C_368752N1200377W001	764038.3051	4085125.493	22719	-198.4114961	-69.16740157	-1
C_368766N1206910W001	705794.1498	4083672.002	19863	-471.2986745	-396.644147	-1
C_368768N1207454W001	700944.4319	4083578.242	19778	-266.0590682	-101.9442388	-1
C_368782N1198057W001	784711.7102	4086125.949	23242	187.8233333	244.1107349	-1
C_368782N1205266W001	720444.4189	4084216.778	20407	-224.2611942	-52.34879265	-1
C_368785N1200832W001	759970.5846	4085366.701	22717	-244.9749738	-43.97825459	-1
C_368788N1198977W001	776507.2184	4085921.786	22835	-251.5211155	73.51858268	-1
C_368788N1199121W001	775223.4044	4085880.125	22834	-241.9318766	60.64686352	-1
C_368793N1197293W001	791519.177	4086478.9	23384	166.5452756	226.6417323	-1
C_368793N1199252W001	774053.7058	4085897.883	22832	-243.3985696	50.3707874	-1
C_368799N1198646W001	779454.2129	4086140.359	22961	-200.5286745	80.23346457	-1
C_368799N1201832W001	751051.1074	4085254.144	22419	-239.5847113	-109.5315617	2
C_368799N1202216W001	747627.9101	4085153.752	22417	-180.6258793	-104.8184646	2
C_368802N1202371W001	746245.1955	4085146.911	22320	-174.138832	-109.9163911	-1
C_368802N1206493W001	709501.4655	4084162.205	19865	-371.9251575	-318.3680709	-1
C_368802N1207088W001	704197.8684	4084033.199	19781	-476.8675853	-336.7524278	-1
C_368805N1198346W001	782126.6164	4086295.295	22963	44.49576115	111.2785696	-1
C_368805N1199474W001	772070.2599	4085967.48	22831	-227.9536745	48.37211286	-1
C_368805N1199474W002	772070.2599	4085967.48	22831	-227.9543307	48.37178478	-1
C_368807N1200099W001	766497.6866	4085813.175	22828	-95.03	5.383713911	-1
C_368813N1206004W001	713857.1981	4084392.763	20050	-212.8040289	-75.22955381	-1
C_368838N1202732W001	743015.6673	4085453.795	22099	-123.8079528	-97.34338583	2
C_368843N1204904W001	723653.5387	4084977.904	20540	-108.8104462	41.48154856	-1
C_368866N1197132W001	792926.69	4087338.423	23386	194.8773491	248.177874	-1
C_368874N1197043W001	793717.051	4087454.596	23386	179.3367717	228.3252887	-1
C_368874N1200604W001	761972.7708	4086416.75	22616	-334.2564698	-45.50351706	-1
C_368896N1197454W001	790044.7305	4087572.901	23250	105.4770472	188.6968635	-1
C_368896N1200846W001	759808.123	4086594.67	22615	-326.3306168	-58.19807087	-1
C_368899N1198079W001	784472.1011	4087417.843	23106	58.94392388	118.9632808	-1
C_368905N1206552W003	708947.4713	4085292.125	19783	-533.5332152	-491.696273	-1
C_368905N1206552W004	708947.4713	4085292.125	19783	-533.3250131	-491.488399	-1
C_368907N1206716W001	707485.29	4085278.515	19783	-238.5075066	-216.3874278	-1
C_368907N1207379W001	701576.4085	4085136.344	19778	-367.9511942	-155.606706	-1
C_368907N1207416W001	701246.6541	4085128.531	19778	-349.4451312	-139.5215748	-1
C_368910N1198577W001	780028.7807	4087392.461	22837	-207.8113123	34.42753281	-1
C_368913N1198068W001	784564.9551	4087576.498	22965	24.60468504	94.03250656	-1
C_368913N1200018W001	767182.8139	4087012.166	22721	28.162979	186.2860105	-1
C_368916N1206554W001	708926.6465	4085413.74	19783	-428.8091732	-392.6569423	-1
C_368916N1206916W001	705700.3973	4085335.055	19780	-457.8337008	-380.709685	-1
C_368935N1201654W001	752593.0599	4086810.331	22515	-342.3306037	-80.94379265	-1
C_368938N1197091W001	793264.6208	4088150.106	23387	151.5290289	206.8836877	-1
C_368938N1197518W001	789458.3225	4088019.568	23249	42.14338583	138.8730446	-1
C_368946N1198296W001	782520.3569	4087874.905	22964	13.32204724	66.65997375	-1
C_368946N1201107W001	757464.8432	4087078.722	22613	-82.87604987	87.3910105	-1
C_368946N1206354W001	710700.8628	4085790.612	19866	-258.0292257	-186.0659711	-1
C_368946N1206532W001	709114.528	4085751.434	19784	-394.867664	-355.1088058	-1
C_368946N1207557W001	699979.8443	4085531.6	19700	-305.2270997	-99.3160105	-1
C_368952N1196788W001	795960.1918	4088399.15	23511	168.0214698	211.5785564	-1
C_368952N1197699W001	787839.6294	4088120.124	23248	-102.4381365	24.37846457	-1
C_368952N1205985W001	713987.7303	4085939.348	20051	-177.8581102	-59.95686352	-1
C_368971N1204560W001	726681.9054	4086479.433	20828	-110.6990026	35.8026378	1
C_368971N1207277W001	702468.5462	4085868.066	19701	-462.0169252	-225.8788018	-1
C_368977N1200282W001	764807.472	4087648.732	22618	-252.0838976	34.2514042	-1
C_368980N1206793W001	706779.3292	4086071.777	19704	-305.7458399	-268.031601	-1
C_368993N1204307W001	728930.0843	4086783.997	21076	-138.4734514	1.5482021	-1
C_368993N1206896W001	705857.948	4086193.737	19703	-438.5077927	-367.9165853	-1
C_368999N1206357W001	710659.549	4086378.026	19867	-258.4683727	-196.0572835	-1
C_369005N1196904W001	794905.7454	4088951.401	23511	159.352021	209.4192782	-1
C_369027N1200391W001	763818.737	4088173.373	22523	-265.2182415	51.91463255	-1
C_369046N1196816W001	795674.2802	4089433.705	23512	167.3030971	216.8952887	-1
C_369049N1200932W001	758989.7848	4088269.134	22520	-304.5227034	-15.43740157	-1
C_369049N1207285W001	702376.6412	4086731.824	19702	-453.5634383	-233.0627822	-1
C_369049N1207454W001	700870.7448	4086696.089	19701	-397.0171785	-175.82	-1
C_369052N1197321W001	791171.0102	4089344.776	23253	38.6044357	123.7622441	-1
C_369066N1207288W001	702345.4169	4086919.813	19628	-476.7699291	-266.285021	-1
C_369074N1199993W001	767349.4224	4088805.859	22619	-225.0642126	51.85015748	-1
C_369082N1198641W001	779395.4906	4089282.502	22730	-211.6146194	-19.6621916	-1
C_369082N1206196W001	712071.2966	4087334.669	19952	-189.2783071	-119.0230577	-1
C_369085N1198285W001	782567.0841	4089420.777	22840	-78.92417323	66.77234908	-1
C_369093N1202010W001	749368.5504	4088469.911	22421	-334.8565092	-168.1065092	-1
C_369096N1198132W001	783926.5548	4089588.338	22841	-56.46404199	80.90374016	-1
C_369099N1197113W001	793006.8598	4089930.161	23388	103.6381234	170.4543963	-1
C_369102N1196938W001	794565.3461	4090017.422	23388	120.0705249	176.9209186	-1
C_369118N1197479W001	789737.8101	4090029.089	23252	-122.7947638	-4.020813648	-1
C_369118N1202763W001	742650.5879	4088552.966	22216	-142.5999344	-111.8279528	2
C_369132N1200113W001	766259.8239	4089415.911	22620	-258.0030184	30.9648294	-1
C_369135N1197160W001	792574.2173	4090315.254	23254	83.18274278	155.9442257	-1
C_369143N1208166W001	694502.5493	4087591.439	19476	61.98699475	128.085748	-1
C_369149N1200746W001	760613.3441	4089429.56	22431	-303.6869029	3.303910761	-1
C_369166N1201018W001	758183.8857	4089544.165	22519	-306.0133465	-18.95658793	-1
