name	clus_1	clus_2	clus_3	clus_4	clus_5	memb	i.cluster	subregion
C_350761N1188467W001	0.999999999	8E-10	0	0	0	1	1	sub19sub20sub21
C_350766N1190413W001	0.996754684	0.003239865	4.445E-07	4.7601E-06	2.465E-07	1	1	sub19sub20sub21
C_350778N1190826W001	0.999929423	6.97482E-05	2.143E-07	5.194E-07	9.48E-08	1	1	sub19sub20sub21
C_350786N1191720W001	0.999972075	2.65977E-05	3.926E-07	0.000000572	3.624E-07	1	1	sub19sub20sub21
C_350819N1192093W001	0.999323628	0.000389588	0.000131723	6.7636E-06	0.000148298	1	1	sub19sub20sub21
C_350822N1188648W001	0.999999242	7.398E-07	5.4E-09	6.8E-09	6.2E-09	1	1	sub19sub20sub21
C_350839N1192126W001	0.999999985	1.15E-08	9E-10	3E-10	1.9E-09	1	1	sub19sub20sub21
C_350847N1191448W001	0.999979479	1.87783E-05	5.552E-07	7.976E-07	3.903E-07	1	1	sub19sub20sub21
C_350900N1189003W001	0.000102654	0.873875857	0.00818879	0.045675826	0.072156873	2	2	sub19sub20sub21
C_350908N1190316W001	0.07184177	0.699564323	0.167328304	0.047628966	0.013636637	2	2	sub19sub20sub21
C_350947N1191370W001	0.78247354	0.21467973	0.00055661	0.001821658	0.000468463	1	1	sub19sub20sub21
C_350958N1190788W001	0.767287191	0.20338038	0.002447198	0.025300255	0.001584976	1	1	sub19sub20sub21
C_350961N1190435W001	0.3965867	0.594928399	0.002946882	0.002862419	0.0026756	2	2	sub19sub20sub21
C_350964N1191802W001	0.88481027	0.007823033	0.003892954	0.101221953	0.002251789	1	1	sub19sub20sub21
C_351014N1192759W001	0.999766691	7.01154E-05	9.89712E-05	6.4657E-06	5.77563E-05	1	1	sub19sub20sub21
C_351036N1188640W001	0.938674787	0.061318168	1.001E-07	6.8566E-06	8.81E-08	1	1	sub19sub20sub21
C_351083N1193140W001	0.022929577	0.807804259	0.039537383	0.101914842	0.027813938	2	2	sub19sub20sub21
C_351083N1193403W001	0.060540888	0.661254201	0.015662599	0.200976139	0.061566174	2	2	sub19sub20sub21
C_351092N1191270W001	0.953760886	0.02711503	0.009360769	0.003677188	0.006086127	1	1	sub19sub20sub21
C_351092N1193417W001	0.996738061	0.003176643	2.56938E-05	3.78963E-05	0.000021706	1	1	sub19sub20sub21
C_351133N1191371W001	0.999495992	0.000307335	4.06217E-05	9.75337E-05	5.85172E-05	1	1	sub19sub20sub21
C_351152N1188896W001	1.69439E-05	0.000112876	0.028012906	0.952118093	0.019739182	4	4	sub19sub20sub21
C_351156N1190915W001	0.999443289	0.000534017	1.25394E-05	5.2029E-06	4.9524E-06	1	1	sub19sub20sub21
C_351217N1189192W001	3.9077E-06	0.00460193	0.000848421	0.989777673	0.004768069	4	4	sub19sub20sub21
C_351228N1193345W001	0.005645183	0.115502028	0.751920939	0.010670047	0.116261803	3	3	sub19sub20sub21
C_351231N1191987W001	0.991991952	0.005568782	0.0013471	0.000833189	0.000258976	1	1	sub19sub20sub21
C_351255N1193249W001	0.999999996	3.7E-09	0	0	0	1	1	sub19sub20sub21
C_351256N1189995W001	0.05407961	0.944396449	0.000325885	0.000580585	0.000617471	2	2	sub19sub20sub21
C_351300N1192081W001	0.339780235	0.653925202	0.001994707	0.001814555	0.002485302	2	2	sub19sub20sub21
C_351303N1191903W001	0.00011123	0.035536865	0.000876001	0.00171536	0.961760544	5	5	sub19sub20sub21
C_351303N1192078W001	6.075E-07	0.000883806	0.000113476	2.03032E-05	0.998981807	5	5	sub19sub20sub21
C_351366N1192605W001	0.99866191	0.001207901	1.14958E-05	0.000116918	1.7743E-06	1	1	sub19sub20sub21
C_351375N1191812W001	0.001653815	0.081685447	0.002491159	0.005081469	0.90908811	5	5	sub19sub20sub21
C_351378N1191634W001	3.6487E-06	0.001389461	1.25196E-05	6.8044E-06	0.998587566	5	5	sub19sub20sub21
C_351386N1190751W001	5.45E-08	1.78181E-05	0.000128256	3.413E-07	0.99985353	5	5	sub19sub20sub21
C_351436N1188834W001	7.923E-07	1.38818E-05	0.00075017	0.997473302	0.001761854	4	4	sub19sub20sub21
C_351444N1188826W001	2.1348E-06	0.000095958	2.34437E-05	0.999842342	3.61218E-05	4	4	sub19sub20sub21
C_351447N1192162W001	6.7029E-06	0.000173632	0.000348917	0.000023548	0.999447201	5	5	sub19sub20sub21
C_351450N1191459W001	0.001145099	0.000894468	0.007135275	0.000432121	0.990393038	5	5	sub19sub20sub21
C_351450N1191992W001	5.812E-07	1.18666E-05	0.000730281	6.2279E-06	0.999251043	5	5	sub19sub20sub21
C_351511N1188253W001	2E-10	1.049E-07	6.306E-07	0.999999192	7.24E-08	4	4	sub19sub20sub21
C_351519N1190610W001	0.158014842	0.833966569	0.004251152	0.002473037	0.0012944	2	2	sub19sub20sub21
C_351519N1192366W001	0.722817306	0.106583454	0.015866575	0.087324026	0.06740864	1	1	sub19sub20sub21
C_351522N1188199W001	1.716E-07	4.75619E-05	0.00003128	0.999916732	4.2548E-06	4	4	sub19sub20sub21
C_351547N1191663W001	5.67E-08	5.423E-07	3.26361E-05	3.316E-07	0.999966433	5	5	sub19sub20sub21
C_351578N1188876W001	6.1E-09	7.131E-07	0.000531124	0.99935866	0.000109497	4	4	sub19sub20sub21
C_351694N1190530W001	1.54927E-05	0.001807555	0.000770309	2.54835E-05	0.99738116	5	5	sub19sub20sub21
C_351719N1190748W001	4.153E-07	3.8808E-06	0.000277529	4.701E-07	0.999717705	5	5	sub19sub20sub21
C_351742N1191584W001	4E-10	1.5E-09	2.2361E-06	3.5E-09	0.999997758	5	5	sub19sub20sub21
C_351858N1191115W001	0.109584904	0.563346595	0.115473156	0.037215761	0.174379583	2	2	sub19sub20sub21
C_351858N1191260W001	1.14368E-05	0.016206766	0.000668767	6.50691E-05	0.983047961	5	5	sub19sub20sub21
C_351867N1190820W001	2E-10	1.99E-08	5.867E-07	6E-10	0.999999393	5	5	sub19sub20sub21
C_351867N1190926W001	4.88E-08	4.4364E-06	0.000540124	1.178E-07	0.999455274	5	5	sub19sub20sub21
C_351906N1187884W001	3.5E-09	1.37E-08	3.6031E-06	0.999996321	5.83E-08	4	4	sub19sub20sub21
C_351939N1190926W001	0.000213555	0.000196631	0.014091561	3.60628E-05	0.98546219	5	5	sub19sub20sub21
C_351939N1191313W001	0.999956009	2.36225E-05	1.5625E-06	1.0185E-06	1.77873E-05	1	1	sub19sub20sub21
C_351950N1187837W001	4E-10	2.81E-08	4.364E-07	0.999999513	0.000000022	4	4	sub19sub20sub21
C_351952N1188813W001	0.182471531	0.785500247	0.005442852	0.022086271	0.004499099	2	2	sub19sub20sub21
C_351952N1189182W001	5.9583E-06	0.003626095	0.132666817	0.006274355	0.857426775	5	5	sub19sub20sub21
C_351956N1194020W001	0.083649851	0.150685148	0.072037042	0.581167823	0.112460136	4	4	sub19sub20sub21
C_352011N1190926W001	5.936E-07	0.000320594	0.007882019	2.3717E-06	0.991794422	5	5	sub19sub20sub21
C_352017N1187987W001	2.48E-08	4.9254E-06	2.241E-07	0.999994753	7.28E-08	4	4	sub19sub20sub21
C_352027N1188996W001	0.001548786	0.980995967	0.004147967	0.001343091	0.011964189	2	2	sub19sub20sub21
C_352027N1189557W001	7.68703E-05	0.990844584	0.000739032	0.000357974	0.00798154	2	2	sub19sub20sub21
C_352039N1192220W001	9.327E-07	1.9026E-06	4.57415E-05	8.5109E-06	0.999942912	5	5	sub19sub20sub21
C_352050N1191815W001	0.00000006	2.04E-08	0.000055615	1.239E-07	0.999944181	5	5	sub19sub20sub21
C_352053N1191992W001	1.82E-08	4.52E-08	0.000008602	1.061E-07	0.999991229	5	5	sub19sub20sub21
C_352080N1189699W001	0.068701888	0.91450493	0.001779696	0.002191075	0.012822412	2	2	sub19sub20sub21
C_352083N1189855W001	0.00018718	0.985630044	0.001163918	0.000899786	0.012119072	2	2	sub19sub20sub21
C_352083N1190528W001	1.9E-09	2.585E-07	3.72008E-05	1.17E-08	0.999962527	5	5	sub19sub20sub21
C_352083N1191203W001	1.74259E-05	0.000989967	0.017373286	4.22548E-05	0.981577067	5	5	sub19sub20sub21
C_352102N1189582W001	0.000160686	0.969386405	0.009423838	0.00453918	0.016489892	2	2	sub19sub20sub21
C_352125N1191992W001	7.689E-07	3.3295E-06	0.001693102	1.38295E-05	0.99828897	5	5	sub19sub20sub21
C_352128N1191553W001	1.10626E-05	2.6761E-06	0.002125927	2.1894E-06	0.997858145	5	5	sub19sub20sub21
C_352139N1189268W001	0.003518337	0.996111573	7.43983E-05	0.000169002	0.000126691	2	2	sub19sub20sub21
C_352200N1192037W001	8.53927E-05	9.37439E-05	0.002185496	0.000376859	0.997258508	5	5	sub19sub20sub21
C_352231N1192098W001	4E-10	2.64E-08	0.000144197	5.55E-08	0.999855721	5	5	sub19sub20sub21
C_352233N1191281W001	2.47E-08	4.87E-08	0.002716861	1.76E-08	0.997283048	5	5	sub19sub20sub21
C_352242N1187703W001	0.000000256	1.23926E-05	0.003812523	0.996137099	0.000037729	4	4	sub19sub20sub21
C_352311N1187790W001	9.3E-09	6.4117E-06	0.017161098	0.982747132	8.53485E-05	4	4	sub19sub20sub21
C_352347N1192413W001	0.000001911	0.000501493	0.029461947	0.048101142	0.921933508	5	5	sub19sub20sub21
C_352353N1191548W001	0	1E-10	1.9794E-06	2E-10	0.99999802	5	5	sub19sub20sub21
C_352369N1189428W001	0.118088183	0.866516261	0.001784198	0.012690018	0.00092134	2	2	sub19sub20sub21
C_352383N1192126W001	1.943E-07	1.7113E-06	0.732199439	1.56374E-05	0.267783018	3	3	sub19sub20sub21
C_352389N1189485W001	0.068865767	0.849600148	0.022944082	0.050552587	0.008037416	2	2	sub19sub20sub21
C_352411N1191545W001	0	0	3.7217E-06	0	0.999996278	5	5	sub19sub20sub21
C_352450N1191640W001	0	1E-10	0.013831162	2.8E-09	0.986168835	5	5	sub19sub20sub21
C_352452N1188243W001	4.69064E-05	0.000663098	0.984507944	0.008238007	0.006544044	3	3	sub19sub20sub21
C_352453N1192087W001	8.484E-07	0.000339888	0.116599581	0.010635445	0.872424238	5	5	sub19sub20sub21
C_352456N1191195W001	9.7E-09	0.000000068	0.069518265	5.1E-09	0.930481652	5	5	sub19sub20sub21
C_352486N1191542W001	1E-10	1.3E-09	0.366951559	8.9E-09	0.633048431	5	5	sub19sub20sub21
C_352514N1189503W001	7.55226E-05	0.012316678	0.022917602	0.000133746	0.964556451	5	5	sub19sub20sub21
C_352525N1191162W001	0.000000002	2.237E-07	0.919116137	2.31E-08	0.080883615	3	3	sub19sub20sub21
C_352575N1190057W001	0.399954058	0.291916459	0.083269631	0.186163027	0.038696826	1	1	sub19sub20sub21
C_352597N1191640W001	1.375E-07	1.27606E-05	0.983064371	3.54713E-05	0.01688726	3	3	sub19sub20sub21
C_352605N1188932W001	0.018015779	0.934830317	0.002978895	0.040901213	0.003273796	2	2	sub19sub20sub21
C_352608N1188074W001	0.000973775	0.019643172	0.975902791	0.001479314	0.002000948	3	3	sub19sub20sub21
C_352639N1188412W001	1.6475E-06	1.94234E-05	0.999857789	2.0283E-06	0.000119112	3	3	sub19sub20sub21
C_352666N1188457W001	0.000983451	0.548556174	0.422102385	0.000571895	0.027786096	2	2	sub19sub20sub21
C_352669N1188246W001	8E-10	0.000000003	0.999997197	9.5E-09	2.7893E-06	3	3	sub19sub20sub21
C_352669N1191465W001	0	1E-10	0.999990813	2.1E-09	9.1848E-06	3	3	sub19sub20sub21
C_352742N1192567W001	0.004596171	0.120942276	0.171340217	0.701101827	0.002019509	4	4	sub19sub20sub21
C_352747N1189435W001	0.881044003	0.108671296	0.004137131	0.003943994	0.002203577	1	1	sub19sub20sub21
C_352761N1192853W001	0.002795275	0.071865197	0.004787481	0.915595806	0.004956241	4	4	sub19sub20sub21
C_352786N1188462W001	0.001612816	0.011335197	0.940371242	0.000717308	0.045963438	3	3	sub19sub20sub21
C_352814N1191302W001	0.002448489	0.034005719	0.032487774	0.923604491	0.007453527	4	4	sub19sub20sub21
C_352814N1191396W001	1.46E-08	9.472E-07	0.974624465	0.02514465	0.000229923	3	3	sub19sub20sub21
C_352814N1191657W001	0.001023986	0.019182146	0.047730506	0.92013661	0.011926752	4	4	sub19sub20sub21
C_352816N1191552W001	0.012284104	0.148265277	0.088644458	0.70070857	0.05009759	4	4	sub19sub20sub21
C_352817N1192606W001	3.5E-09	0.000000997	7.309E-07	0.999994587	3.6817E-06	4	4	sub19sub20sub21
C_352839N1188967W001	7.13685E-05	2.082E-07	0.999721285	3.24E-08	0.000207106	3	3	sub19sub20sub21
C_352880N1191482W001	0.001962045	0.041412761	0.171989244	0.715752398	0.068883551	4	4	sub19sub20sub21
C_352883N1191856W001	1.9E-09	4.52E-08	0.000139603	0.99985959	7.599E-07	4	4	sub19sub20sub21
C_352889N1191655W001	0.002077102	0.017355265	0.052858486	0.919370274	0.008338873	4	4	sub19sub20sub21
C_352908N1192437W001	3.164E-07	5.41023E-05	9.6876E-06	0.999029095	0.000906799	4	4	sub19sub20sub21
C_352936N1192703W001	3.72038E-05	0.002564062	2.0055E-06	0.997383378	1.33505E-05	4	4	sub19sub20sub21
C_353019N1188967W001	0.000048611	0.000300934	0.996656571	4.24755E-05	0.002951408	3	3	sub19sub20sub21
C_353033N1192348W001	0	2.35E-08	3.55E-08	0.999999883	5.81E-08	4	4	sub19sub20sub21
C_353039N1188893W001	0.000390101	0.000417077	0.996703637	7.99101E-05	0.002409276	3	3	sub19sub20sub21
C_353069N1191987W001	1.121E-07	6.89E-08	0.0000069	0.999982919	1.00004E-05	4	4	sub19sub20sub21
C_353069N1192592W001	4.105E-07	0.000270761	0.000010036	0.999599077	0.000119715	4	4	sub19sub20sub21
C_353072N1191548W001	9E-10	2.87E-08	2.57101E-05	0.999970649	3.6116E-06	4	4	sub19sub20sub21
C_353075N1193323W001	4.16E-08	0.000020283	3.8868E-06	0.999975534	2.548E-07	4	4	sub19sub20sub21
C_353106N1191637W001	0	2.2E-09	3.2547E-06	0.999996045	6.978E-07	4	4	sub19sub20sub21
C_353106N1193415W001	8.1433E-06	0.001902449	0.000629457	0.997450981	8.9702E-06	4	4	sub19sub20sub21
C_353128N1192787W002	2.1459E-06	0.00034313	1.6255E-06	0.999649431	3.6683E-06	4	4	sub19sub20sub21
C_353147N1191367W001	5.23E-08	5.347E-07	0.532230596	0.467702205	6.66126E-05	3	3	sub19sub20sub21
C_353147N1191723W001	0	0	0	1	0	4	4	sub19sub20sub21
C_353147N1191987W001	2.27E-08	5.595E-07	4.5171E-06	0.999938799	5.61016E-05	4	4	sub19sub20sub21
